taxonID,number,distribution,conservation_status
cae661c33560,003.0001,New Guinea (Papua New Guinea),NA
9f6559e21f82,003.0001,"Brazil (Amazonas); Colombia (Antioquia, Caquet&aacute;)",NA
5ed22bd42903,003.0001,New Caledonia,NA
b95e60c17d94,003.0001,"Costa Rica; Panama; Colombia (Antioquia, Bol&iacute;var, Boyac&aacute;, Casanare, Cauca, Choc&oacute;, Cundinamarca, Huila, Magdalena, Meta, Putumayo, Santander, Tolima, Valle); Venezuela (Apure, Aragua, Barinas, Carabobo, Cojedes, Falcon, Guarico, Lara, Merida, Portuguesa, Tachira, Yaracuy, Zulia); Ecuador; Isla del Coco; Bolivia (Santa Cruz)",NA
b94d675eb7ef,003.0001,Borneo,NA
a224ccd50c6b,003.0001,Nicaragua; Costa Rica; Mexico (Chiapas); Belize; Guatemala; Honduras; Panama,NA
f437bd6fd8a8,003.0001,"Venezuela (Amazonas); Colombia (Amazonas, Antioquia, Caquet&aacute;, Choc&oacute;, Magdalena, Santander, Tolima)",NA
8c570eaed3da,003.0001,Venezuela,NA
951c14e358bf,003.0001,Costa Rica; Belize; Honduras; Guatemala; Nicaragua,NA
ec193888a6eb,003.0001,"Guatemala; Honduras; Mexico (Chiapas, Guerrero, Morelos, Oaxaca, Tabasco, Veracruz)",NA
12d02417fc89,003.0001,Venezuela (Amazonas),NA
8379320cc692,003.0001,"India (Arunachal Pradesh, Assam State, Kerala, Mizoram, Tamil Nadu, Nagaland); Myanmar; Bangladesh; N-Thailand; Sulawesi",NA
6f27031af4ac,003.0001,"Nepal; India (Andhra Pradesh, Arunachal Pradesh, Chhattisgarh, Jharkhand, Karnataka, Madhya Pradesh, Meghalaya, Odisha, Tamil Nadu, Uttarakhand, West Bengal); Bhutan; China (Himalaya); Tibet",NA
31e8d9c51c65,003.0001,"Borneo (Mt. Kinabalu, etc.)",NA
40b727e26323,003.0001,Borneo,NA
70f61a4520e0,003.0001,"peninsular Malaysia (widespread); Singapore; Borneo (Mt. Kinabalu, etc.); India (Kerala, Tamil Nadu); Java; Sumatra; Myanmar; Sulawesi; C-Vietnam; Thailand; ?Laos; Philippines; Palawan; Moluccas (Seram)",vulnerable (Singapore)
c7b0fbe368b3,003.0001,"peninsular Malaysia (Penang, Perak, Pahang, Selangor, Johor)",NA
db9e5d41fef3,003.0001,Philippines (Luzon),NA
b5eb82c0c13e,003.0001,"China (Anhui, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Henan, Hubei, Hunan, Jiangxi, Shaanxi, Sichuan, Yunnan, Zhejiang); Taiwan; Tibet; Japan; South Korea (Cheju Isl.); Ryukyu Isl.; Borneo (Mt. Kinabalu, etc.); India (Andhra Pradesh, Arunachal Pradesh, Assam State, Chhattisgarh, Himachal Pradesh, Karnataka, Kerala, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tamil Nadu, Tripura, West Bengal); Andaman Isl.; Nepal; Bhutan; Myanmar (Kachin, Chin, etc.); Sri Lanka; Cambodia; Laos; Vietnam; Thailand; Sulawesi; Lesser Sunda Isl. (Flores); Laos; Philippines; Java; peninsular Malaysia (Penang, Perak); Palau; Tanzania [I]",NA
75380bc3ae6b,003.0001,China (Hainan),NA
c6f9732a6c1c,003.0001,Cuba,NA
da69fd539302,003.0001,"India (Uttarakhand, Himachal Pradesh, Jammu &amp; Kashmir); E-Afghanistan; Pakistan (Swat, Chitral)",NA
8af0806dc9ac,003.0001,Philippines (Luzon); Palawan,NA
83aa252efb85,003.0001,"China (Gansu, Hebei, Henan, Hubei, Qinghai, Shaanxi, Sichuan, Yunnan); Tibet; N-India; Nepal",NA
bd88c6bfe63e,003.0001,"Brazil (Esp&iacute;rito Santo, Rio de Janeiro)",NA
2d29abdf9e0b,003.0001,New Guinea (Papua New Guinea),NA
cf07c066b7ec,003.0001,Guinea-Bissau; Guinea; Sierra Leone; Liberia; Ivory Coast; Ghana; Togo; Nigeria; Cameroon; Bioko Isl. [Fernando Poo]; Gabon; Congo [Brazzaville]; D.R.Congo [Zaire]; Ethiopia; Uganda; Rwanda,NA
096eb553457a,003.0001,"Fed. States of Micronesia (Pohnpei, Kosrae)",NA
c78560ad174b,003.0001,Borneo (Karimata Isl.),NA
5430ff37ab50,003.0001,Guyana,NA
935d36b1f70b,003.0001,"New Guinea (Irian Jaya, Papua New Guinea)",NA
32a6c3c9be17,003.0001,Sumatra (Bangka Isl.),NA
6f90130b67e2,003.0001,Sumatra (incl. Mentawai),NA
4fc7497ff41f,003.0001,Equatorial Guinea (Rio Muni); D.R.Congo [Zaire]; Rwanda; Burundi,NA
85eb3aae1e47,003.0001,"Venezuela (Amazonas); Brazil (Amazonas); Surinam; French Guiana; Colombia (Caquet&aacute;, Meta, Norte de Santander, Putumayo, Vaup&eacute;s)",NA
35ae953d96e3,003.0001,"China (Guizhou, Yunnan)",NA
8d60b6518fd5,003.0001,"Azores (Santa Maria Isl., Sao Miguel Isl., Terceira, Graciosa, Sao Jorge, Pico, Faial, Flores Isl., Corvo Isl.); Madeira (Madeira Isl.); Canary Isl. (Gran Canaria, Tenerife, Hierro); Sierra Leone; Cameroon; Bioko Isl. [Fernando Poo]; Equatorial Guinea (Rio Muni); Congo [Brazzaville]; D.R.Congo [Zaire]; Sudan; Ethiopia; Uganda; Rwanda; Burundi; Kenya; Tanzania; Angola; Malawi; Mozambique; E-Zimbabwe; Botswana; South Africa (North West, Limpopo, Mpulamanga, KwaZulu-Natal, E-Cape Prov., W-Cape Prov.); Eswatini [Swaziland]; Spain [I]; Gibraltar [I]; Portugal [I]; France [I]; Corsica [I]; Sicily [I]; Italy [I]; Belgium [I]; England [I]; Ireland [I]; Channel Isl. [I]; Germany [I]; Australia [I] (South Australia [I], Victoria [I], New South Wales [I]); New Zealand [I] (North Isl. [I], South Isl. [I]); Norfolk Isl. [I]; Panama [I]; Brazil [I]; Jamaica [I]; Venezuela [I]; Hawaii [I] (Oahu [I], Maui [I], Hawaii Isl. [I]); Chatham Isl. [I]; USA [I] (Alabama [I], California [I], Georgia [I], North Carolina [I], South Carolina [I], Virginia [I]); China [I] (Guangdong [I], Guizhou [I]); India [I]; Thailand [I]",NA
e6a3064b8800,003.0001,Brazil (Esp&iacute;rito Santo),NA
f7d575043597,003.0001,Puerto Rico,NA
f13723fb0bfc,003.0001,"Costa Rica; Panama; Colombia (Antioquia, Boyac&aacute;, Caquet&aacute;, Cauca, Cesar, Choc&oacute;, Cundinamarca, Magdalena, Nari&ntilde;o, Putumayo, Valle); Ecuador; Peru; Nicaragua; Venezuela (Amazonas)",NA
027979624538,003.0001,China (Yunnan); Vietnam; Myanmar; NE-India (Tripura); Thailand,IUCN CR for India (Fraser-Jenkins 2012)
2862505e53cc,003.0001,Fed. States of Micronesia (Kosrae),NA
fb0cf225096f,003.0001,"China (Anhui, Chongqing, Fujian, S-Gansu, Guangxi, Guizhou, Henan, Hubei, Hunan, Jiangxi, Shaanxi, Sichuan, Yunnan, Zhejiang); Taiwan; Tibet; Myanmar",NA
446de428fd0e,003.0001,Philippines,NA
9c9b5229df15,003.0001,Sulawesi,NA
b247fb4dd439,003.0001,"Mexico (Jalisco, Mexico State, Morelos, Nayarit, Oaxaca, Puebla, Zacatecas)",NA
f81c328c2001,003.0001,Sri Lanka (high altitudes),NA
5cd50e62c176,003.0001,"Philippines (Luzon, Catanduanes, Mindanao); Palawan",NA
db9632bb808f,003.0001,Sulawesi; Moluccas (Ambon),NA
8101e3cb8c14,003.0001,New Guinea (Papua New Guinea),NA
d90884332751,003.0001,"Fiji (Viti Levu, Vanua Levu); Society Isl. (Tahiti, Bora Bora); [Western] Samoa (Aleipata Isl., Savaii, Upolu); American Samoa (Tutuila, Ta'u); Tonga (Vava'u, Niuafo'ou); Marquesas Isl. (Ua Huka, Hiva Oa, Tahuata, Fatu Hiva)",NA
b6f32f95fd3b,003.0001,Puerto Rico,NA
d459df5b5c43,003.0001,"China (Gansu, Henan, Sichuan, Yunnan); Tibet; Nepal",NA
1b679cf9e890,003.0001,Sumatra,NA
3e835c711fc6,003.0001,"Colombia (Amazonas, Caquet&aacute;, Magdalena, Vaup&eacute;s); Ecuador; Peru; Venezuela (Amazonas)",NA
4dcdf998277b,003.0001,New Guinea (Papua New Guinea),NA
061a9d176f0e,003.0001,Hispaniola (Haiti); Jamaica,NA
aaf6a3348689,003.0001,Guinea; Sierra Leone; Liberia; Ivory Coast; Nigeria; Cameroon; Gabon,NA
7da87d38bcb1,003.0001,Borneo,NA
031c69092072,003.0001,"USA (W-Texas, S-New Mexico); Costa Rica; El Salvador; Mexico (Aguascalientes, Baja California Norte, Baja California Sur, Chiapas, Chihuahua, Coahuila, Colima, Ciudad de Mexico, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Nuevo Leon, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Sonora, Tamaulipas, Tlaxcala, Veracruz, Zacatecas)", In USA of conservation concern
fee33976d5ef,003.0001,"China (Guizhou, Hongkong, Sichuan, Yunnan); Myanmar; ?Thailand; Vietnam; Australia (Queensland); Japan",NA
73b6bdef6011,003.0001,"USA (S-Nevada, NW-Arizona, SE-California)", IUCN R
121a3d36fba4,003.0001,Bolivia (La Paz); S-Peru,NA
2c1cf4ad0c9e,003.0001,"Solomon Isl. (Guadalcanal, Santa Ysabel, Makira, Malaita, Rendova, Vangunu, Vella Lavella); Bismarck Arch. (Admiralty Isl., New Ireland); Vanuatu; ?Fiji",NA
233328be300d,003.0001,Rwanda; Burundi,NA
c2a10afb968e,003.0001,"Ryukyu Isl. (Amami Oshima); China (Fujian, Guangdong, Jiangxi, Zhejiang)",NA
c47533ed5db2,003.0001,"Mexico (Chiapas, Oaxaca, Tabasco)",NA
fc1c2a875402,003.0001,N-Thailand; C-Thailand,NA
a0c08ffe7a21,003.0001,Borneo (Sarawak), IUCN R
2e742b27266e,003.0001,"Mexico (Colima, Guerrero, Hidalgo, Jalisco, Mexico State, Nayarit, Oaxaca, Queretaro, San Luis Potosi, Sinaloa, Veracruz); Guatemala",NA
9d73df39ee7f,003.0001,"Colombia (Antioquia, Boyac&aacute;, Cauca, Choc&oacute;, Cundinamarca, Nari&ntilde;o, Putumayo, Risaralda, Santander, Tolima, Valle); Ecuador; Panama; Costa Rica",NA
0135e890be0d,003.0001,Philippines; Palawan; Borneo; Moluccas (Talaud); Sulawesi,NA
4d09fc6df211,003.0001,Borneo,NA
d9421b89339f,003.0001,"peninsular Malaysia (Melaka); Sumatra (incl. Belitung Isl., Bangka Isl.); Borneo; Sumatra; Philippines; Palawan",NA
c49715024802,003.0001,New Guinea (Papua New Guinea); Bismarck Arch. (Admiralty Isl.); Australia (N-Queensland),NA
2c487050a457,003.0001,Borneo,NA
304b57235d29,003.0001,Australia (NE-Queensland),NA
590c71b92e68,003.0001,Borneo,NA
7445145ce09f,003.0001,"Colombia (Antioquia, Cauca, Choc&oacute;, Nari&ntilde;o, Valle); Ecuador",NA
2fb48a980504,003.0001,Sulawesi; Moluccas (Seram),NA
b5d0077dca72,003.0001,New Guinea (Papua New Guinea),NA
864a7c7dc1a7,003.0001,"USA (Alabama, Florida, Georgia, Louisiana, Mississippi)",NA
16cd25231387,003.0001,"S-Japan (Kyushu); Ryukyu Isl. (Okinawa, Tanegashima Isl., Tokunoshima, Amami Oshima); Taiwan",NA
8a9062c7d6cd,003.0001,Philippines (Luzon),NA
7e0c2e116677,003.0001,C-Madagascar,NA
74465257afd0,003.0001,"Costa Rica; Colombia (Santander); Venezuela (Aragua, Venezuela Distrito Federal, Falcon, Merida, Sucre)",NA
bdb322e98a07,003.0001,Ecuador; Colombia (Santander),NA
115cda49f4fd,003.0001,"Mexico (Chihuahua, Sonora)",NA
bba01191c38f,003.0001,New Guinea (Papua New Guinea),NA
b7a9cf85723a,003.0001,"Brazil (Bahia, Minas Gerais, Paran&aacute;, Rio de Janeiro, Santa Catarina, S&atilde;o Paulo)",NA
6b8f6c80159d,003.0001,Brazil (Esp&iacute;rito Santo),NA
dc65477bdaa0,003.0001,Philippines (Mindanao),NA
dbe805ffaf67,003.0001,"Myanmar; China (Guizhou, Yunnan, Sichuan); N-Vietnam; Laos; Sumatra; Thailand; peninsular Malaysia; Borneo",NA
f7fe0d90bb15,003.0001,Principe Isl.; S&atilde;o Tom&eacute;,NA
e34b650c5ebb,003.0001,Venezuela (Amazonas),NA
919bb29e22ac,003.0001,"Mexico (Durango, Guerrero, Jalisco, Nayarit, Sinaloa, Veracruz); Bolivia (Santa Cruz, Beni, La Paz); Brazil (Bahia, Brasilia Distrito Federal, Goi&aacute;s, Maranh&atilde;o, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Piau&iacute;, Paran&aacute;, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, S&atilde;o Paulo); Venezuela (Amazonas, Apure, Aragua, Bol&iacute;var, Venezuela Distrito Federal, Guarico); Argentina (Buenos Aires, Corrientes); Paraguay (Alto Paran&aacute;, Caaguazu, Canindeyu, Guaira); Uruguay (Artigas, Lavalleja, Maldonado, Montevideo, Rivera, Tacuarembo); Colombia (Amazonas, Caquet&aacute;, Vichada)",NA
0fae0b623ac5,003.0001,"Madagascar (SC-Madagascar, Sambirano)",NA
493c81134aa5,003.0001,Sulawesi; ?New Guinea,NA
06ade44f4fe9,003.0001,"Honduras; El Salvador; Nicaragua; Costa Rica; Mexico (Chiapas, Hidalgo, Mexico State, Oaxaca, Puebla, Queretaro, San Luis Potosi, Veracruz); Guatemala; Panama; New Zealand [I]",NA
15d28053baea,003.0001,Taiwan (MaZu Isl.),NA
e127ad503188,003.0001,Borneo,NA
2b41cddab9e2,003.0001,"peninsular Malaysia (Penang, Perak, Pahang, Selangor, Negeri Sembilan); Singapore; Myanmar; Sumatra",endangered (Singapore)
188d8f4ab074,003.0001,Guyana,NA
ef55f1cc7086,003.0001,Borneo,NA
f0c83498957b,003.0001,"Tibet; India (Arunachal Pradesh, Assam State); Bhutan; Myanmar",NA
04b19dee2b2f,003.0001,New Caledonia,NA
79b770c864db,003.0001,"New Guinea (Irian Jaya, Papua New Guinea); Bismarck Arch. (New Hanover)",NA
3e5bffdbd58a,003.0001,"Brazil (Rio de Janeiro, S&atilde;o Paulo)",NA
5c8ae34c9a36,003.0001,Hawaii,NA
d3f959c06c46,003.0001,"Venezuela (Merida, Trujillo)",NA
dd3b79b72c58,003.0001,"Mexico (Chiapas, Oaxaca, Tabasco, Veracruz)",NA
cbab1661f730,003.0001,Guatemala; Cuba; India [I],NA
00ddfec54cc2,003.0001,"Venezuela (Amazonas, Bol&iacute;var)",NA
10ce1e098736,003.0001,"Costa Rica; Panama; Colombia (Antioquia, Caquet&aacute;, Casanare, Cauca, Cundinamarca, Huila, Nari&ntilde;o, Tolima); Brazil (Minas Gerais, Paran&aacute;, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, S&atilde;o Paulo); Venezuela (Merida); Ecuador; Bolivia (Cochabamba, La Paz, Santa Cruz, Tarija, Chuquisaca, Beni); Peru; Argentina (Catamarca, Cordoba, Jujuy, La Rioja, Misiones, Salta, San Luis, Tucuman); Paraguay (Cordillera, Paraguari); Uruguay (Lavalleja, Trenta y Tres)",NA
7ab70cc58fe5,003.0001,"Ecuador; Colombia (Choc&oacute;, Meta, Valle)",NA
1753c95b335a,003.0001,"S-India (Maharashtra, Goa, Karnataka)","IUCN NT, globally threatened (Fraser-Jenkins 2012)"
68cf54905a83,003.0001,"French Guiana; Costa Rica; Honduras; Panama; Trinidad; Mexico (Oaxaca, Nayarit); Brazil (Goi&aacute;s, Maranh&atilde;o, Mato Grosso, Rond&ocirc;nia); Venezuela (Delta Amacuro, Guarico, Sucre); Bolivia (Santa Cruz); Nicaragua",NA
e5070e8b86c0,003.0001,"peninsular Malaysia (Kedah, Pahang, Selangor); Thailand; Myanmar (Chin, etc.); S-Vietnam; Cambodia; China (Yunnan)",NA
80cfe0b8fec4,003.0001,"D.R.Congo [Zaire]; Sudan; Uganda; Burundi; Kenya; Tanzania; Angola; Zambia; Malawi; Mozambique; Zimbabwe; Botswana; South Africa (Limpopo, North West, Gauteng, Mpulamanga, Free State, KwaZulu-Natal, E-Cape Prov.); Lesotho; Eswatini [Swaziland]",NA
30327f3be65f,003.0001,"Mexico (Oaxaca, Puebla)",NA
1847ea5e3e2b,003.0001,"China (Anhui, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Yunnan, Zhejiang); Taiwan; Japan; N-Vietnam; C-Vietnam; Cambodia; Ryukyu Isl.; Philippines; New Zealand [I]",NA
ddf4fed859d7,003.0001,Liberia; Nigeria; Bioko Isl. [Fernando Poo]; S&atilde;o Tom&eacute;, IUCN R
26ab79174452,003.0001,Liberia; Ivory Coast; Ghana; Togo; Nigeria; Cameroon; Bioko Isl. [Fernando Poo]; Principe Isl.; S&atilde;o Tom&eacute;; Equatorial Guinea (Rio Muni); Gabon; Congo [Brazzaville]; Central African Republic; D.R.Congo [Zaire]; Uganda; Kenya; Angola; Zimbabwe; Comores (Mayotte),NA
3982225f300f,003.0001,"Nicaragua; Costa Rica; Belize; Honduras; Panama; Colombia (Antioquia, Cauca, Choc&oacute;, Nari&ntilde;o, Norte de Santander, Santander, Valle)",NA
32b1fbe2453d,003.0001,S&atilde;o Tom&eacute;,NA
0c64dbdaa714,003.0001,"Cambodia; Laos; Vietnam; Myanmar (Kachin, etc.); Thailand; India (Arunachal Pradesh, Assam State, Manipur, Nagaland, Meghalaya, Sikkim, West Bengal); Bhutan; Nepal; China (Guangdong, Guangxi, Guizhou, Hainan, Yunnan); Tibet",NA
d2fca86c94b2,003.0001,"Brazil (S&atilde;o Paulo, Minas Gerais)",NA
a2d73d5f1f1f,003.0001,Ecuador; Colombia,NA
6eda6de010fd,003.0001,Madagascar,NA
19bc757c639a,003.0001,"peninsular Malaysia (Perak, Pahang)",NA
6ffd6df67aa8,003.0001,"Bolivia (Cochabamba, La Paz); Ecuador; Colombia (Cauca, Magdalena); Venezuela (Venezuela Distrito Federal, Merida, Tachira); Mexico (Chiapas, Oaxaca); Guatemala; Costa Rica; Panama; Peru; Honduras",NA
dd33ec41c65a,003.0001,Costa Rica; Colombia; Venezuela; Ecuador; Peru,NA
598e5c61c1d4,003.0001,Colombia (Tolima); Ecuador,NA
509c2272ff93,003.0001,"Mexico (Oaxaca, Veracruz)",NA
7c4b7c900b69,003.0001,New Guinea (Papua New Guinea),NA
4b0010da17c3,003.0001,Brazil (Esp&iacute;rito Santo),NA
b4159dc9f017,003.0001,Brazil (Bahia),NA
f3a2b866e424,003.0001,"New Guinea (Irian Jaya, Papua New Guinea); Bismarck Arch. (Admiralty Isl.)",NA
60652361840b,003.0001,"Venezuela (Amazonas, Delta Amacuro, Sucre); Brazil (Amazonas, Bahia, Cear&aacute;, Esp&iacute;rito Santo, Minas Gerais, Paran&aacute;, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, S&atilde;o Paulo); Trinidad; Tobago; Colombia (Vaup&eacute;s); Peru; Ecuador; Guyana; Argentina (Buenos Aires, Corrientes, Entre Rios, Misiones, Santa Fe); Paraguay (Canindeyu, Paraguari); Uruguay (Montevideo, Rio Negro)",NA
c63b7d984f3c,003.0001,"USA (Colorado, Utah, Arizona, New Mexico, S-Wyoming, ?W-Texas); Mexico (Chihuahua)",NA
86028b19084b,003.0001,"USA (SE-Arizona, S-New Mexico, W-Texas)",NA
1ac05b8b0018,003.0001,Philippines (Luzon); Palawan,NA
ef573fec7241,003.0001,Senegal; Gambia; Guinea; Sierra Leone; Liberia; Ivory Coast; Ghana; Togo; Nigeria; Cameroon; Bioko Isl. [Fernando Poo]; Principe Isl.; Equatorial Guinea (Rio Muni); Gabon; Congo [Brazzaville]; D.R.Congo [Zaire]; Kenya; Angola,NA
ac5a70609067,003.0001,Cuba,NA
82e63e94feb7,003.0001,"Solomon Isl. (Bougainville, Guadalcanal, Santa Ysabel, Kolombangara, Makira, Malaita, Maramasike, Nggela, Shortland, Tulagi, Kirakira Isl., New Georgia, Ranongga, Vangunu, Vella Lavella); Bismarck Arch. (New Britain, New Ireland); New Guinea (Papua New Guinea)",NA
b4a6a13b6b3c,003.0001,Cuba,NA
21c06ed7b1bf,003.0001,Brazil (S&atilde;o Paulo),NA
b48c2e817577,003.0001,Venezuela (Amazonas),NA
1cd1c2abf4d7,003.0001,Philippines,NA
2883569a5393,003.0001,Philippines,NA
9a17e9c83f70,003.0001,New Caledonia (incl. Ile des Pins),NA
98e2d2d43051,003.0001,Brazil (Rio de Janeiro),NA
83a1948ff6e7,003.0001,"China (Chongqing, Fujian, Gansu, Guizhou, Guangdong, Guangxi, Hubei, Hunan, Jiangxi, Shaanxi); ?Taiwan; Japan; Ryukyu Isl.; South Korea",NA
0194bef31ef6,003.0001,SE-Botswana; Mozambique; Zimbabwe; South Africa (Limpopo); S-Madagascar,NA
ba1c0dcb0475,003.0001,C-Madagascar,NA
17118b3e1baf,003.0001,Mali; Benin; Togo; Nigeria; Cameroon; Central African Republic; D.R.Congo [Zaire]; Sudan; Uganda; Tanzania; Angola; Zambia; Malawi; Mozambique; Botswana,NA
3bd980de5e70,003.0001,"Mexico (Guerrero, Hidalgo, Oaxaca)",NA
7449094cee87,003.0001,New Guinea (Papua New Guinea),NA
a0b82f2cf779,003.0001,"Nicaragua; Costa Rica; Colombia (Antioquia, Boyac&aacute;, Cauca, Choc&oacute;, Cundinamarca, Meta, Norte de Santander, Valle); Venezuela (Barinas, Carabobo, Merida, Tachira, Trujillo); Ecuador; Peru; Bolivia (Beni, Chuquisaca, Cochabamba, La Paz, Santa Cruz, Tarija); Argentina (Catamarca, Jujuy, Salta, Tucuman)",NA
82ca05045e5d,003.0001,"Mexico (Chihuahua, Coahuila, Nuevo Leon, Oaxaca, Sonora)",NA
04e3327ac546,003.0001,"South Africa (KwaZulu-Natal, Free State: NE-Drakensberg)",NA
7f8e296af2d6,003.0001,"Philippines; Sulawesi; Moluccas (Seram, Ambon)",NA
b5279a6af788,003.0001,Tibet,NA
7d5bceb8474d,003.0001,"Costa Rica; Mexico (Chiapas, Veracruz, Oaxaca); Guatemala; Honduras; Panama; Colombia (Antioquia, Choc&oacute;, Nari&ntilde;o, Valle); Ecuador; Nicaragua",NA
977133925e8f,003.0001,China (Yunnan),NA
04f5087fee87,003.0001,La R&eacute;union; Mauritius,NA
c52fa0eb116b,003.0001,"Java; Philippines; Sumatra; Lesser Sunda Isl. (Lombok); New Guinea (Irian Jaya, Papua New Guinea); Moluccas (Seram)",NA
4fbec5de187a,003.0001,Colombia; Ecuador; Peru,NA
2fe4ab290cd3,003.0001,Cuba,NA
1765abfb9f9f,003.0001,"USA (California, Oregon, Washington State); Canada (British Columbia)",NA
0249606887b9,003.0001,+Mexico (+Veracruz), IUCN Ex
9dab3cf0c440,003.0001,"China (Guangxi, Yunnan); peninsular Malaysia (Penang, Perak, Pahang, Selangor, Negeri Sembilan); Borneo (Mt. Kinabalu, etc.); Thailand; Sumatra; Java; Philippines; Lesser Sunda Isl. (Bali, Lombok, Flores); N-Vietnam; Cambodia",NA
fdbe30581e00,003.0001,Sri Lanka; S-India (Tamil Nadu),NA
c5e16cf86b9d,003.0001,Costa Rica,NA
0c689d9d6114,003.0001,Thailand; Myanmar; Cambodia; Vietnam,NA
cfb649102cbe,003.0001,Puerto Rico; Jamaica; Hispaniola; Belize,NA
74a813bbfc2c,003.0001,Borneo,NA
70c2328af93b,003.0001,"peninsular Malaysia (Perak, Pahang, Selangor); W-Sumatra",NA
1c0585dd71dd,003.0001,Palau (Babeldaob),NA
e66f7bb279ee,003.0001,"Nicaragua; Costa Rica; Mexico (Aguascalientes, Baja California Norte, Baja California Sur, Chiapas, Chihuahua, Coahuila, Colima, Ciudad de Mexico, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Nuevo Leon, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Sonora, Tamaulipas, Tlaxcala, Veracruz, Yucatan, Zacatecas); Colombia (Cesar, Guain&iacute;a, La Guajira, Magdalena); Venezuela (Anzoategui, Aragua, Carabobo, Venezuela Distrito Federal, Lara, Merida, Miranda, Monagas, Sucre, Tachira); Belize; El Salvador; Honduras; Surinam; Tanzania [I]",NA
50dd058794b5,003.0001,"India (Arunachal Pradesh, Himachal Pradesh, Manipur, Meghalaya, Uttarakhand); Nepal; Bhutan; Tibet",NA
ce1bcb814d52,003.0001,"China (Sichuan, Yunnan); India (Uttarakhand, Himachal Pradesh); Nepal",NA
76450bca4713,003.0001,"Ecuador; Brazil (Amazonas); Venezuela (Amazonas); Colombia (Amazonas, Guain&iacute;a, Vaup&eacute;s)",NA
a44e26676698,003.0001,New Guinea,NA
d8c8437d2072,003.0001,"Venezuela (Cerro Aracamuni, Cerro Aratitiyope)",NA
6da1fb7049d1,003.0001,"Mexico (Coahuila, Nuevo Leon, Puebla, N-Zacatecas)",NA
d7a76349d0ce,003.0001,"Venezuela (Amazonas, Bol&iacute;var); Colombia (Amazonas, Caquet&aacute;, Putumayo, Vaup&eacute;s); Brazil (Par&aacute;, Amazonas, Acre); Ecuador; Guyana; Surinam; French Guiana; Peru",NA
7d9c3e6a695d,003.0001,Paraguay (Paraguari),NA
e1284ff6008b,003.0001,Borneo,NA
023e87b55d12,003.0001,Borneo,NA
e36be1fcc29c,003.0001,Borneo,NA
1775bb08d5f9,003.0001,Brazil (Amazonas),NA
8ae8b23a77d6,003.0001,"Brazil (Alagoas, Pernambuco)",NA
73d9b1dca5ee,003.0001,"China (Yunnan); India (Arunachal Pradesh, Assam State, Manipur, Meghalaya, Sikkim, West Bengal); Myanmar; Thailand; Nepal; Vietnam; Bhutan",NA
f2cb87d7bbc9,003.0001,"India (Arunachal Pradesh, Meghalaya, Assam State, Manipur)",NA
8d69935ae590,003.0001,Sumatra,NA
7ff09e573db2,003.0001,French Guiana,NA
a03e319ad10e,003.0001,D.R.Congo [Zaire]; Kenya; Tanzania; Zanzibar; Malawi; Zimbabwe; Madagascar; Oman,NA
a4e448f22420,003.0001,"USA (W-Texas, W-Oklahoma, E-New Mexico); Mexico (Chihuahua, Coahuila, Ciudad de Mexico, Durango, Guanajuato, Hidalgo, Jalisco, Mexico State, Michoacan, Oaxaca, Nuevo Leon, Sonora, Veracruz); Peru; Bolivia (Chuquisaca, Cochabamba, La Paz, Potos&iacute;, Tarija, Santa Cruz); Argentina (Buenos Aires, Chaco, Cordoba, Jujuy, La Rioja, Mendoza, Salta, San Luis, Tucuman)",NA
2a9df3c03def,003.0001,Madagascar,NA
ed484071979c,003.0001,Vietnam,NA
649de1233cff,003.0001,"Borneo (Sabah, Sarawak); New Guinea (Irian Jaya)",NA
bd6792ee0c75,003.0001,Cuba,NA
16c1fa7ffc4b,003.0001,Philippines; Sulawesi,NA
6c72f2ab0025,003.0001,"Venezuela (Merida, Tachira)",NA
dd3d3800be4e,003.0001,Uganda; Kenya; Tanzania; Somalia; Ethiopia,NA
394c278bcfb8,003.0001,"China (Guangxi, Hainan, Jiangxi, Yunnan); Tibet; India (Arunachal Pradesh, Assam State, Manipur, Nagaland); Myanmar (Kachin, etc.); Laos; Vietnam; ?Thailand; Cambodia",NA
74e912716c99,003.0001,"USA (W-Texas, SE-New Mexico); Mexico (Chihuahua, Coahuila, Nuevo Leon, Queretaro, San Luis Potosi, Sonora, Tamaulipas)", In USA of conservation concern
365fa8abf39a,003.0001,"Moluccas (Ternate, Seram); Sulawesi",NA
c9601dbc0ee7,003.0001,Cuba,NA
