taxonID,number,distribution,conservation_status
6fc84ed290f3,030.3012,Colombia,NA
ec14e8eedbb8,030.3012,"Costa Rica; Panama; Colombia (Boyac&aacute;, Cundinamarca, Magdalena, Nari&ntilde;o, Santander); Venezuela (Aragua, Venezuela Distrito Federal, Merida, Miranda, Trujillo); Ecuador; Peru; Bolivia (La Paz); Jamaica; Guyana",NA
da0427ddc50d,030.3012,"Venezuela (Merida); Puerto Rico; Saba; St. Barth&eacute;l&eacute;my; St. Kitts; Nevis; Redonda; Montserrat; Guadeloupe; Dominica; Martinique; St. Lucia; St. Vincent; Grenada; Trinidad; [Western] Samoa [I]; Tonga [I] (Tofua [I]); American Samoa [I]; peninsular Malaysia [I]; Lesser Sunda Isl. [I]; Azores [I] (Sao Miguel Isl. [I], Terceira [I], Faial [I])",NA
5fc2a9fc326f,030.3012,Montserrat; Virgin Isl. (St. Thomas),NA
b654e37a9577,030.3012,Dominica; Puerto Rico; Virgin Isl. (Tortola),NA
e1021394ef34,030.3012,"Mexico (Chiapas, Colima, Hidalgo, Jalisco, Michoacan, Nayarit, Oaxaca, Queretaro, San Luis Potosi, Veracruz); Guatemala; Honduras; El Salvador; Nicaragua; Costa Rica; Panama; Isla del Coco; Malpelo Isl.; Colombia (Cauca); Sri Lanka [I]",NA
d81b355a8a3e,030.3012,Colombia (Choc&oacute;),NA
871463a08e3c,030.3012,"Mexico (Chiapas, Colima, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Veracruz); Revillagigedos Isl.; Guatemala; Honduras; El Salvador; Nicaragua; Costa Rica; Panama; Colombia (Antioquia, Boyac&aacute;, Caldas, Caquet&aacute;, Casanare, Cauca, Choc&oacute;, Cundinamarca, Huila, Nari&ntilde;o, Norte de Santander, Putumayo, Santander, Tolima, Valle); Brazil (Brasilia Distrito Federal); Venezuela (Amazonas, Aragua, Barinas, Bol&iacute;var, Venezuela Distrito Federal, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Tachira, Trujillo); Ecuador; Peru; Bolivia (Cochabamba, La Paz, Santa Cruz); Galapagos; Guyana (Mt. Roraima); Puerto Rico; Cuba; Jamaica; Hispaniola; Azores [I] (Sao Miguel Isl. [I])",NA
13491291242a,030.3012,"Colombia; Ecuador; Peru; Bolivia (Chuquisaca, Cochabamba, Santa Cruz); Argentina (Cordoba)",NA
51ca743dc8fb,030.3012,Hispaniola (Dominican Republic),NA
c8b50005d028,030.3012,Guatemala; Honduras; El Salvador; Nicaragua; Costa Rica; Panama; Peru; Ecuador,NA
c76f2d166f7e,030.3012,Costa Rica,NA
18e3b2f1de2b,030.3012,Madagascar,NA
c6b46ae3765c,030.3012,Uganda; D.R.Congo [Zaire]; Rwanda,NA
c10cf318992a,030.3012,Colombia; Ecuador; ?N-Peru,NA
b3f9f8318a91,030.3012,"Colombia (Cauca, Nari&ntilde;o, Putumayo); Ecuador",NA
f07418667a08,030.3012,"Honduras; El Salvador; Venezuela; Ecuador; Peru; Bolivia (Beni, Cochabamba, La Paz, Santa Cruz); Colombia (Antioquia, Cundinamarca, Putumayo, Santander)",NA
e9890b8dd9c9,030.3012,Colombia (Choc&oacute;),NA
82c5d59ecc87,030.3012,"Costa Rica; Panama; Colombia (Antioquia, Choc&oacute;); ?Peru; Ecuador",NA
70be16e78114,030.3012,"Venezuela (Anzoategui, Aragua, Lara, Trujillo)",NA
c120a8d82dcc,030.3012,D.R.Congo [Zaire]; Burundi; Tanzania; Rwanda,NA
30ee695e15e3,030.3012,Jamaica; Hispaniola; Cuba,NA
b7f2c86e25d8,030.3012,Puerto Rico; Cuba; Hispaniola; Jamaica; Sri Lanka [I],NA
451b305dc42d,030.3012,Jamaica,NA
fe0dbde7c987,030.3012,"USA (S-Florida); Bahamas; Mexico (Baja California Sur, Chiapas, Colima, Hidalgo, Mexico State, Michoacan, Oaxaca, Puebla, Veracruz); Guatemala; Honduras; El Salvador; Nicaragua; Costa Rica; Panama; Colombia (Antioquia, Boyac&aacute;, Caldas, Cauca, Choc&oacute;, Cundinamarca, Huila, Meta, Nari&ntilde;o, Norte de Santander, Tolima, Valle); Venezuela (Amazonas, Aragua, Barinas, Bol&iacute;var, Carabobo, Cojedes, Venezuela Distrito Federal, Falcon, Lara, Merida, Miranda, Portuguesa, Sucre, Trujillo, Zulia); Ecuador; Peru; Bolivia (Beni, Chuquisaca, Cochabamba, La Paz, Potos&iacute;, Santa Cruz, Tarija); Brazil (Acre, Brasilia Distrito Federal, Esp&iacute;rito Santo, Goi&aacute;s, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Paran&aacute;, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, S&atilde;o Paulo); Argentina (Buenos Aires, Catamarca, Chaco, Cordoba, Corrientes, Argentina Distrito Federal, Entre Rios, Formosa, Jujuy, La Pampa, La Rioja, Misiones, Salta, Santiago del Estero, Santa Fe, San Luis, Tucuman); Chile (Arica y Parinacota, Tarapac&aacute;); Paraguay (Alto Paraguay, Caazapa, Canindeyu, Cordillera, Guaira, Paraguari, Pres. Hayes); Uruguay (Paysandu); Puerto Rico; Cuba; Hispaniola; Jamaica",NA
70c05a349aab,030.3012,Jamaica; Cuba,NA
9fad04de18f2,030.3012,trop. America,NA
84b6121f1518,030.3012,Costa Rica,NA
024af68e265a,030.3012,Bolivia,Known only from type
5457a804028f,030.3012,Paraguay,NA
e9da634b3578,030.3012,"Hawaii (Oahu, Maui)",NA
553ec6083abb,030.3012,Costa Rica,NA
0ac8c03f6bb2,030.3013,NA,NA
501403fbdff2,030.3013,"E-Congo [Brazzaville]; D.R.Congo [Zaire]; Angola; Zambia; Malawi; Mozambique; Zimbabwe; South Africa (Limpopo, North West, Gauteng, Mpulamanga, Free State, KwaZulu-Natal); Lesotho; Madagascar; Mauritius; La R&eacute;union",NA
6220daeb0889,030.3013,La R&eacute;union; Madagascar,NA
ea395c9a4354,030.3013,+Borneo (+Sarawak),"probably extinct, last collected in the 19th century"
3c7cfc98e50c,030.3013,"China (Guangxi, Guizhou, Yunnan); India (Arunachal Pradesh, Meghalaya, Sikkim, West Bengal); Nepal; Vietnam; Bhutan; Myanmar (Kachin, etc.)",NA
cc52e7c4b4f1,030.3013,Sumatra,not seen since type collection mid 20th century
fcead84f728d,030.3014,NA,NA
f1cf123b4086,030.3014,"New Guinea (Irian Jaya, Papua New Guinea)",NA
619e3da06454,030.3014,"Moluccas (Seram, Ambon)",NA
5f3bbebfb01b,030.3014,New Caledonia; Vanuatu; Santa Cruz Isl. (Vanikoro),NA
4649cd6bd650,030.3014,New Caledonia,NA
2202b35a8860,030.3014,"Philippines (Luzon, Samar)",NA
430de8371eed,030.3014,New Caledonia,NA
af07cf476511,030.3015,NA,NA
e4efaa2c87cd,030.3015,"peninsular Malaysia; W-Java; Singapore; Sulawesi; Sumatra; Moluccas; Borneo (Mt. Kinabalu, etc.); Philippines; peninsular Thailand; Cambodia; Vietnam; Nicobar Isl.",IUCN CR for India (Fraser-Jenkins 2012). Endangered (Singapore)
26a28adabc96,030.3015,Borneo; Sulawesi; etc.,NA
f65663571e47,030.3015,"Borneo; Sulawesi; Fiji (Viti Levu); Palau (Babeldaob); peninsular Malaysia (Gunung Panti and Gunung Ledang, Johor); Solomon Isl. (Kolombangara, Makira, San Jorge, Kirakira Isl., New Georgia); New Guinea (Irian Jaya, Papua New Guinea); Bismarck Arch. (Admiralty Isl.)",NA
2609350f1cf8,030.3015,"Borneo (Sarawak); peninsular Malaysia (Pahang, Selangor, Johor); New Guinea (Irian Jaya, Papua New Guinea)",NA
7bddbbf8d218,030.3015,"peninsular Malaysia (Taiping Hills, Perak); Sumatra",NA
9b4eeb9b8277,030.3015,"peninsular Malaysia (Perak, Selangor)",NA
24fce8aaf5be,030.3015,New Guinea (Papua New Guinea),NA
2bb39b0d05fd,030.3015,Borneo,NA
6e86cfe3c525,030.3015,New Caledonia,NA
c6c1a12ca1ea,030.3015,"peninsular Malaysia (near the summit of Gunung Panti, Johor); peninsular Thailand",NA
0caf25a26845,030.3015,"New Guinea (Irian Jaya, Papua New Guinea); Bismarck Arch. (Admiralty Isl.); Solomon Isl. (Nggatokae, Ranongga, Santa Ysabel, Tetepare, Vangunu, Vangunu, Bakrang, Bauro, Bougainville, Guadalcanal, Kolombangara, Makira, Malaita, New Georgia, Rendova); Santa Cruz Isl. (Vanikoro); Vanuatu; ?Fiji; Sumatra; Sulawesi; Moluccas (Ambon); Borneo (Sarawak)",NA
b112ef3e590c,030.3015,"Fiji (Viti Levu, Vanua Levu); Solomon Isl. (Guadalcanal)",NA
d17c2efaa8b8,030.3015,New Guinea (Irian Jaya),NA
c30687639250,030.3015,Borneo (Sarawak),NA
7cc954f27844,030.3015,"Philippines (Luzon, Samar, Mindanao); NE-Borneo; Sulawesi",NA
6bea31217f0e,030.3015,peninsular Malaysia; Sumatra; Borneo (widespread); Moluccas (Ambon); Philippines; Sulawesi,NA
da0e3968da77,030.4000,NA,NA
48d46b0eb14d,030.4001,NA,NA
c7597b0a020a,030.4001,"Brazil (Alagoas, Bahia, Cear&aacute;, Esp&iacute;rito Santo, Goi&aacute;s, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pernambuco, Paran&aacute;, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, S&atilde;o Paulo)",NA
86268518909c,030.4001,Costa Rica; Nicaragua; Panama; ?Colombia,NA
a446891017e7,030.4001,"Guyana; Surinam; French Guiana; Brazil (Amapa, Par&aacute;, Amazonas)",NA
d84cb1e44313,030.4001,"Australia (Western Australia, South Australia, Queensland, Victoria, Tasmania, Australian Capital Territory); New Zealand (North Isl., South Isl.); Lord Howe Isl.; New Caledonia; South Africa (W-Cape Prov., E-Cape Prov.)",NA
b78121e0d31a,030.4001,Mexico (Chiapas),NA
3b2f841b8988,030.4001,"Colombia (Choc&oacute;, La Guajira, Magdalena); Ecuador; Galapagos; N-Peru",NA
bae72f64e019,030.4001,"S-Alaska; Aleutes; USA (Arizona, California, Colorado, Idaho, Maine, Michigan, Montana, Nevada, Oregon, Utah, Vermont, Washington State, Wyoming); Canada (Alberta, British Columbia, Newfoundland, Qu&eacute;bec); Mexico (Chihuahua, Sinaloa, Sonora)",NA
08608b0d7334,030.4001,"W-USA (California, Oregon); Canada (British Columbia)",NA
abc084dd782d,030.4001,peninsular Malaysia,NA
31f07dd6c139,030.4001,Cuba,NA
1d55351a9e03,030.4001,"Mexico (Oaxaca, Quintana Roo)",NA
c4316690d5f8,030.4001,"Mexico (Campeche, Chiapas, Colima, Durango, Guerrero, Jalisco, Mexico State, Michoacan, Nayarit, Oaxaca, Sinaloa, Tabasco, Veracruz, Zacatecas); Belize; Guatemala; Honduras; Nicaragua; Costa Rica; Panama; Colombia (Magdalena); El Salvador; Venezuela (Portuguesa)",NA
d9a88b7766b0,030.4001,Bolivia (La Paz); Ecuador; Peru; Colombia; USA [I] (Florida [I]),NA
7c5ab9e92153,030.4001,"Nicaragua; Costa Rica; Mexico (Aguascalientes, Chiapas, Chihuahua, Colima, Ciudad de Mexico, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Nuevo Leon, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Sonora, Tamaulipas, Tlaxcala, Veracruz); Guatemala; Honduras; El Salvador; Panama; Colombia (Cauca)",NA
c8a4d2f5d578,030.4001,"Solomon Isl. (Guadalcanal, Kolombangara); New Guinea (Papua New Guinea, Irian Jaya); Moluccas (Seram); Vanuatu; Azores [I] (Faial [I])",NA
a93ef0f91411,030.4001,"Bolivia (Beni, Cochabamba, La Paz, Pando, Santa Cruz); Colombia (Vichada); Venezuela (Amazonas, Bol&iacute;var, Delta Amacuro, Merida); Brazil (Acre, Amazonas, Amap&aacute;, Maranh&atilde;o, Maranh&atilde;o, Mato Grosso, Par&aacute;, Pernambuco, Rond&ocirc;nia, Roraima)",NA
a2428b71e750,030.4001,"Australia (NE-Northern Territory, Queensland, New South Wales)",NA
6deeb7ea98c3,030.4001,Soqotra; Djibouti; Ethiopia; Sudan; Abd-al-Kuri Isl.; Samha Isl.; Eritrea; Somalia,NA
401ae16a7edc,030.4001,Bermuda,NA
1f6b51b61375,030.4001,Brazil (Santa Catarina),NA
599d1f0ae7ab,030.4001,"Nicaragua; Costa Rica; Guatemala; El Salvador; Mexico (Aguascalientes, Chiapas, Chihuahua, Colima, Durango, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Oaxaca, Queretaro, San Luis Potosi, Sinaloa, Sonora, Veracruz, Zacatecas); Colombia; Venezuela (Aragua); Ecuador",NA
45c60b8d17de,030.4001,"Panama; Venezuela (Amazonas, Bol&iacute;var, Tachira); Colombia (Antioquia); Guyana; Surinam; French Guiana; Ecuador; Brazil (Acre, Amazonas, Amap&aacute;, Bahia, Maranh&atilde;o, Mato Grosso, Par&aacute;, Pernambuco, Rond&ocirc;nia, Roraima); Bolivia (Cochabamba, La Paz)",NA
82af47732323,030.4001,"Brazil (Bahia, Brasilia Distrito Federal, Goi&aacute;s, Minas Gerais, Mato Grosso)",NA
d5f5dc7a0ebc,030.4001,"Bolivia (Cochabamba, Tarija); Argentina (Cordoba)",NA
e23a32e8429c,030.4001,Ecuador,NA
4ac79469a3a6,030.4001,"China (Gansu, Guangdong, Guangxi, Guizhou, Hebei, Henan, Shandong, Sichuan, Yunnan); Taiwan; Japan; North Korea; Thailand (NE-Thailand); Vietnam",NA
3836e68397f4,030.4001,"Albania; Baleares; England (incl. Isle of Man, Wales); Channel Isl. [I]; W-Ireland; Bulgaria; Corsica; France; Greece (incl. Kiklades); Crete; East Aegaean Isl.; Switzerland; Spain; Gibraltar; Italy; Bosnia &amp; Hercegovina; Montenegro; Croatia; Macedonia; Slovenia; Slovakia; Portugal; San Marino; Sardinia; Sicily; European Turkey; Belgium [I]; Netherlands [I]; Germany [I]; East Aegaean Isl. (Rhodos); Lebanon; Syria; Turkey (Anatolia); Cyprus; Israel; Palestine; Sinai peninsula; Iran; Iraq; Afghanistan; Saudi Arabia; N-Yemen; S-Yemen; Oman; United Arab Emirates; Bahrain; Egypt; Libya; Tunisia; Algeria; S-Morocco; Cape Verde Isl. (Santo Antao Isl., Ilha de Sao Nicolau, Ilha de Sao Tiago, Fogo Isl.); Azores (Santa Maria Isl., Sao Miguel Isl., Terceira, Faial, Flores Isl.); Madeira (Madeira Isl., Ilhas Desertas, Porto Santo Isl.); Canary Isl. (Lanzarote, Fuerteventura, Gran Canaria, Tenerife, La Gomera, Hierro, La Palma Isl.); Cape Verde Isl. (Santo Antao Isl., Sao Vicente Isl., Ilha de Sao Nicolau, Ilha de Sao Tiago, Fogo Isl., Ilha Brava); Mauritania; Mali; Niger (Air Mts.); Nigeria; N-Chad (Tibesti, Ennedi); Congo [Brazzaville]; D.R.Congo [Zaire]; Sudan; Ethiopia; Djibouti; Somalia; Uganda; Rwanda; Kenya; Tanzania; Angola; Zambia; Malawi; Mozambique; Zimbabwe; Namibia; Botswana; South Africa (widespread); Lesotho; Eswatini [Swaziland]; Comores (Anjouan, Grande Comore, Mayotte); Madagascar; Mauritius; La R&eacute;union; Rodrigues; Soqotra; Samha Isl.; Japan; Ryukyu Isl.; China (Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Shanxi, Sichuan, Yunnan, Zhejiang); Taiwan; Tibet; Crimea; Northern Caucasus; Georgia [Caucasus]; Armenia; Azerbaijan; Kyrgyzstan; Kazakhstan; Tajikistan; Turkmenistan; Uzbekistan; Vietnam; peninsular Malaysia (north of Malaya); Pakistan; India (Jammu &amp; Kashmir, Andhra Pradesh, Arunachal Pradesh, Assam State, Bihar, Chandigarh, Chhattisgarh, Delhi, Goa, Gujarat, Haryana, Himachal Pradesh, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Odisha, Pondicherry, Punjab, Rajasthan, Sikkim, Tamil Nadu, Telengana, Tripura, Uttarakhand, Uttar Pradesh, West Bengal); Bangladesh; Nepal; Bhutan; Sri Lanka; Thailand (N-Thailand, NE-Thailand, SW-Thailand, C-Thailand, peninsular Thailand); Laos; Philippines; Lesser Sunda Isl. (Lombok, Sumba, Timor); Borneo; Cambodia; Australia (Western Australia, Northern Territory, South Australia, Queensland, Victoria, New South Wales); USA (Alabama, Arkansas, Arizona, California, Colorado, Florida, Georgia, Kentucky, Louisiana, Maryland, Missouri, Mississippi, North Carolina, New Mexico, Nevada, Ohio, Oklahoma, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia); Canada (British Columbia); Bahamas; Puerto Rico; Cuba; Hispaniola; Jamaica; Mexico (Aguascalientes, Baja California Norte, Baja California Sur, Chiapas, Chihuahua, Coahuila, Ciudad de Mexico, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Nuevo Leon, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Sonora, Tamaulipas, Tlaxcala, Veracruz, Zacatecas); Belize; Guatemala; Honduras; Venezuela (Aragua, Venezuela Distrito Federal, Falcon, Lara, Merida, Miranda); Peru; Chile [I] (Tarapac&aacute; [I], Atacama [I], Coquimbo [I], Valpara&iacute;so [I], Metropolitana de Santiago [I], O'Higgins [I], Maule [I]); Dominica; St. Lucia; St. Vincent; Barbados; Trinidad; ?Colombia; Brazil (Rio Grande do Sul); Society Isl. (Tahiti); Hawaii (Niihau, Kauai, Oahu, ?Molokai, Lanai, Maui, Hawaii Isl.); New Caledonia; Tonga (Tongatapu, 'Eua, Vava'u); Fiji [I]; Rotuma Isl.; New Zealand [I]; Austral Isl. (Rurutu); Cook Isl. (Rarotonga, Mangaia)",NA
3f85fb2898c9,030.4001,Taiwan (Lan Yu Isl.),NA
635915937478,030.4001,Costa Rica,NA
8db9064e4cf8,030.4001,Costa Rica; Mexico (Chiapas); Guatemala; Panama,NA
1d34e2924e55,030.4001,"China (Fujian, Guangdong, Guangxi, Guizhou, Hainan, Yunnan); Taiwan; Philippines; Palawan; New Guinea (Irian Jaya, Papua New Guinea); peninsular Malaysia (Tasek Chenderoh, Perak); India (Andhra Pradesh, Arunachal Pradesh, Assam State, Karnataka, Kerala, Manipur, Meghalaya, Mizoram, Nagaland, Odisha, Sikkim, Tamil Nadu, Tripura, West Bengal); Bangladesh; Bhutan; Nepal; Sri Lanka; Vanuatu; New Caledonia; Thailand (widespread); Sulawesi; Laos; Cambodia; Vietnam; Borneo; Lesser Sunda Isl. (Bali, Lombok, Sumba, Sumbawa, Flores, Wetar, Timor); Jamaica [I]; Brazil [I] (Esp&iacute;rito Santo [I]); USA [I] (Florida [I])",NA
4d3e0bdb0608,030.4001,Sulawesi,NA
43aa4dea97f9,030.4001,China (Guangdong),NA
0492a2778486,030.4001,"Falkland Isl.; Brazil (Bahia, Goi&aacute;s, Minas Gerais, Paran&aacute;, Rio Grande do Sul, Santa Catarina); Venezuela (Aragua, Venezuela Distrito Federal, Merida); Argentina (Buenos Aires, Catamarca, Chubut, Cordoba, La Pampa, La Rioja, Mendoza, Neuquen, Rio Negro, Santa Cruz, San Juan, San Luis, Tierra del Fuego); Chile (Tarapac&aacute;, Atacama, Coquimbo, Valpara&iacute;so, Metropolitana de Santiago, O'Higgins, Maule, &Ntilde;uble, Biob&iacute;o, Araucan&iacute;a, Los Rios, Los Lagos, Ais&eacute;n, Magallanes); Juan Fdz. Isl.",NA
4d332c2e0fdc,030.4001,"Argentina (Catamarca, Cordoba, Jujuy, La Rioja, Salta, San Juan, Tucuman); Chile (Antofagasta, Atacama, Coquimbo, Valpara&iacute;so, Metropolitana de Santiago, O'Higgins, Maule, &Ntilde;uble, Biob&iacute;o); S-Peru; Bolivia (Chuquisaca, Cochabamba, La Paz, Santa Cruz, Tarija)",NA
f930eb261d29,030.4001,"Argentina (Neuquen); Chile (Coquimbo, Valpara&iacute;so, Metropolitana de Santiago, O'Higgins, Maule, &Ntilde;uble, Biob&iacute;o, Araucan&iacute;a, Los Rios)",NA
a1d1555ee75a,030.4001,"China (Guangdong, Guangxi, Guizhou, Hainan, Hunan, Jiangxi, Sichuan, Yunnan); Taiwan; Myanmar; Philippines; Palawan; Vietnam; Laos; peninsular Malaysia (north of Malaya); Sumatra; Borneo (Sarawak); Sulawesi; Moluccas (Seram); Thailand",NA
68713cdf320e,030.4001,"Brazil (Amazonas, Brasilia Distrito Federal, Par&aacute;, Rond&ocirc;nia)",NA
49ee891b7ec5,030.4001,"Ghana; Ivory Coast; Togo; Cameroon; Uganda; Kenya; Tanzania; Malawi; Comores (Anjouan, Mayotte); Rodrigues",NA
49579657fe6f,030.4001,"Puerto Rico; Cuba; Hispaniola; Jamaica; Guadeloupe; Martinique; St. Vincent; Grenada; Costa Rica; Galapagos; Nicaragua; Belize; Guatemala; Honduras; El Salvador; Panama; Colombia (Boyac&aacute;, Caldas, Cauca, Cundinamarca, Huila, La Guajira, Magdalena, Meta, Nari&ntilde;o, Norte de Santander, Valle); Venezuela (Amazonas, Anzoategui, Aragua, Barinas, Venezuela Distrito Federal, Lara, Merida, Miranda, Monagas, Portuguesa, Yaracuy, Zulia); Ecuador; Brazil (Goi&aacute;s, Minas Gerais, S&atilde;o Paulo); Mexico (Aguascalientes, Baja California Sur, Chiapas, Chihuahua, Colima, Ciudad de Mexico, Durango, Guerrero, Hidalgo, Jalisco, Mexico State, Michoacan, Morelos, Nayarit, Oaxaca, Puebla, Queretaro, San Luis Potosi, Sinaloa, Sonora, Tamaulipas, Veracruz, Zacatecas); India [I]; Sri Lanka [I]; Bangladesh [I]; Lesser Sunda Isl. [I]; Tanzania [I]; Trinidad [I]",NA
bb12f14e9f0a,030.4001,Madagascar; Comores (Mayotte),NA
abb724ee80cd,030.4001,Panama; Colombia (Choc&oacute;); French Guiana?,NA
adf6cb8f45cc,030.4001,North Korea (Hapsu),NA
755c95a49467,030.4001,Guyana,NA
100c486b5d88,030.4001,Ecuador,NA
2ec93dbfb076,030.4001,"New Zealand (Three Kings Isl., North Isl., South Isl., Stewart Isl.); Chatham Isl.; Kermadec Isl.",NA
d248c2c9f51f,030.4001,Philippines (Sibuyan),NA
b0635d0f9872,030.4001,"Brazil (Bahia, Esp&iacute;rito Santo, Minas Gerais, Paran&aacute;, Rio de Janeiro, Santa Catarina, S&atilde;o Paulo)",NA
1cc96acf4e5a,030.4001,"China (Gansu, Guizhou, Hebei, Henan, Shaanxi, Shanxi, Sichuan, Yunnan)",NA
2229d4ac92e3,030.4001,"Bolivia (Santa Cruz); Brazil (Brasilia Distrito Federal, Goi&aacute;s, Mato Grosso)",NA
c0bbc99dd16f,030.4001,peninsular Malaysia; Lesser Sunda Isl. (Timor),NA
f5166a72226d,030.4001,"Costa Rica; Mexico (Chiapas, Quintana Roo, Tabasco, Veracruz); Belize; Guatemala; Honduras; Panama; Colombia (Antioquia, Bol&iacute;var, Choc&oacute;); Nicaragua; Ecuador; Brazil (Acre)",NA
f889f5990c49,030.4001,"Nicaragua; Guatemala; Honduras; Panama; Costa Rica; Mexico (Chiapas, Oaxaca); El Salvador; Colombia (La Guajira, Valle); French Guiana; Ecuador; Peru; Brazil (Alagoas, Bahia, Cear&aacute;, Brasilia Distrito Federal, Esp&iacute;rito Santo, Goi&aacute;s, Maranh&atilde;o, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Par&aacute;, Para&iacute;ba, Pernambuco, Piau&iacute;, Rio de Janeiro, Rond&ocirc;nia, S&atilde;o Paulo, Tocantins); Argentina (Salta); Paraguay (Cordillera, Paraguari); Venezuela (Aragua, Bol&iacute;var, Guarico, Portuguesa, Zulia); Bolivia (Santa Cruz)",NA
89ce9ccb9a44,030.4001,"Brazil (Amazonas, Bahia, Goi&aacute;s, Mato Grosso do Sul, Mato Grosso, Piau&iacute;, S&atilde;o Paulo); Paraguay (Alto Paraguay, Amambay, Central, Paraguari); Bolivia (Santa Cruz)",NA
1248217f3e6f,030.4001,Cuba; Jamaica; Hispaniola,NA
5aafcddaedae,030.4001,China (Guangxi),NA
ff915fa7f3f0,030.4001,"Australia (Queensland, Victoria, New South Wales); New Zealand (North Isl., South Isl.); Chatham Isl.; Kermadec Isl.; Bonin Isl. (Hahajima); Volcano Isl. (Iwojima, Minami-Iwojima); New Caledonia; Norfolk Isl.; Fiji (Viti Levu, Taveuni); Tonga ('Eua); [Western] Samoa (Savaii, Upolu); Japan; Ryukyu Isl.; China (Fujian, Guangdong, Hainan, Jiangxi, Zhejiang); Taiwan; Vietnam; New Guinea (Irian Jaya, Papua New Guinea); Borneo (Mt. Kinabalu, etc.); Philippines; Sulawesi; Moluccas (Seram); Lesser Sunda Isl. (Bali, Lombok, Flores, Timor); Laos; Solomon Isl. (Kolombangara); Sumatra",NA
aae76e2f50eb,030.4001,"Argentina (Jujuy, Salta, Tucuman); Brazil (Paran&aacute;, Rio Grande do Sul, Santa Catarina); Uruguay (Artigas, Lavalleja, Maldonado, Rio Negro, Rivera, Salto, Tacuarembo); Ecuador; Bolivia (Chuquisaca, Cochabamba, La Paz, Tarija); Peru",NA
5c18246f5680,030.4001,"Colombia (Antioquia, Risaralda); Brazil (Acre, Alagoas, Bahia, Cear&aacute;, Brasilia Distrito Federal, Goi&aacute;s, Minas Gerais, Mato Grosso, Par&aacute;, Pernambuco, Rio de Janeiro, S&atilde;o Paulo); Bolivia (Beni, La Paz, Santa Cruz)",NA
5128b181df9e,030.4001,Brazil (Bahia),NA
0ef5e3af235f,030.4001,Brazil (Bahia),NA
96976715bae2,030.4001,Jamaica,NA
581da314a309,030.4001,"Venezuela (Amazonas, Bol&iacute;var, Delta Amacuro); Guyana; Surinam; French Guiana; Brazil (Acre, Alagoas, Amazonas, Bahia, Cear&aacute;, Esp&iacute;rito Santo, Maranh&atilde;o, Minas Gerais, Mato Grosso, Par&aacute;, Para&iacute;ba, Pernambuco, Rio de Janeiro, Rond&ocirc;nia, S&atilde;o Paulo); Ecuador; Bolivia (Pando)",NA
37e97cb22604,030.4001,"China (Gansu, Guizhou, Hebei, Henan, Liaoning, Shandong, Sichuan, Yunnan); Taiwan; Tibet; Japan (Kyushu); N-Myanmar; Nepal; Philippines; Vietnam; N-Thailand; India (Jammu &amp; Kashmir, Arunachal Pradesh, Himachal Pradesh, Manipur, Meghalaya, Sikkim, Uttarakhand, West Bengal); Bhutan; Lesser Sunda Isl. (Timor); peninsular Malaysia",NA
2bfcc282cb81,030.4001,Colombia (Meta); Ecuador,NA
eccc34f96b98,030.4001,"Thailand (N-Thailand, SW-Thailand, peninsular Thailand); Laos; Vietnam; ?Cambodia",NA
aca6ef095a18,030.4001,"China (Guizhou, Hubei, Sichuan, Henan); Tibet",NA
372f1bf5085c,030.4001,"Chile (Coquimbo, Valpara&iacute;so, Metropolitana de Santiago, O'Higgins, Maule, &Ntilde;uble, Biob&iacute;o, Araucan&iacute;a, Los Lagos)",NA
e1471c675d3f,030.4001,"Nicaragua; Panama; Costa Rica; Mexico (Chiapas, Guerrero, Oaxaca, Queretaro, Tamaulipas, Veracruz); Guatemala; Honduras",NA
2e743c645bc1,030.4001,China (Yunnan),endangered
e14be441ebe7,030.4001,"Argentina (Misiones); Paraguay (Amambay, Guaira, Paraguari, Pres. Hayes)",NA
